dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
10/1/1984,10.716,0.811,Srinagar,India,34.56N,73.95E
11/1/1984,5.725,0.773,Srinagar,India,34.56N,73.95E
12/1/1984,-0.15,0.647,Srinagar,India,34.56N,73.95E
1/1/1985,-1.118,0.391,Srinagar,India,34.56N,73.95E
2/1/1985,2.581,0.898,Srinagar,India,34.56N,73.95E
3/1/1985,7.543,0.544,Srinagar,India,34.56N,73.95E
4/1/1985,11.386,0.452,Srinagar,India,34.56N,73.95E
5/1/1985,15.438,0.366,Srinagar,India,34.56N,73.95E
6/1/1985,19.717,0.532,Srinagar,India,34.56N,73.95E
7/1/1985,20.098,0.569,Srinagar,India,34.56N,73.95E
8/1/1985,19.373,0.276,Srinagar,India,34.56N,73.95E
9/1/1985,16.791,0.406,Srinagar,India,34.56N,73.95E
10/1/1985,10.738,0.412,Srinagar,India,34.56N,73.95E
11/1/1985,5.956,0.311,Srinagar,India,34.56N,73.95E
12/1/1985,1.431,0.759,Srinagar,India,34.56N,73.95E
1/1/1986,-1.131,0.691,Srinagar,India,34.56N,73.95E
2/1/1986,0.934,0.448,Srinagar,India,34.56N,73.95E
3/1/1986,4.088,0.402,Srinagar,India,34.56N,73.95E
4/1/1986,9.689,0.297,Srinagar,India,34.56N,73.95E
5/1/1986,13.748,0.555,Srinagar,India,34.56N,73.95E
6/1/1986,18.428,0.456,Srinagar,India,34.56N,73.95E
7/1/1986,19.676,0.306,Srinagar,India,34.56N,73.95E
8/1/1986,18.624,0.411,Srinagar,India,34.56N,73.95E
9/1/1986,16.135,0.369,Srinagar,India,34.56N,73.95E
10/1/1986,11.37,0.453,Srinagar,India,34.56N,73.95E
11/1/1986,5.966,0.634,Srinagar,India,34.56N,73.95E
12/1/1986,0.554,0.295,Srinagar,India,34.56N,73.95E
1/1/1987,0.013,1.077,Srinagar,India,34.56N,73.95E
2/1/1987,2.002,0.757,Srinagar,India,34.56N,73.95E
3/1/1987,6.141,0.396,Srinagar,India,34.56N,73.95E
4/1/1987,10.518,0.41,Srinagar,India,34.56N,73.95E
5/1/1987,12.432,0.858,Srinagar,India,34.56N,73.95E
6/1/1987,17.559,0.768,Srinagar,India,34.56N,73.95E
7/1/1987,19.609,0.988,Srinagar,India,34.56N,73.95E
8/1/1987,19.8,0.846,Srinagar,India,34.56N,73.95E
9/1/1987,17.556,0.736,Srinagar,India,34.56N,73.95E
10/1/1987,10.513,0.418,Srinagar,India,34.56N,73.95E
11/1/1987,6.345,0.94,Srinagar,India,34.56N,73.95E
12/1/1987,1.879,0.284,Srinagar,India,34.56N,73.95E
1/1/1988,1.051,0.247,Srinagar,India,34.56N,73.95E
2/1/1988,2.108,0.491,Srinagar,India,34.56N,73.95E
3/1/1988,4.623,0.364,Srinagar,India,34.56N,73.95E
4/1/1988,11.704,0.496,Srinagar,India,34.56N,73.95E
5/1/1988,16.406,0.269,Srinagar,India,34.56N,73.95E
6/1/1988,19.292,0.231,Srinagar,India,34.56N,73.95E
7/1/1988,20.24,0.617,Srinagar,India,34.56N,73.95E
8/1/1988,18.554,0.216,Srinagar,India,34.56N,73.95E
9/1/1988,16.483,0.344,Srinagar,India,34.56N,73.95E
10/1/1988,10.733,0.22,Srinagar,India,34.56N,73.95E
11/1/1988,6.39,0.608,Srinagar,India,34.56N,73.95E
12/1/1988,1.901,0.723,Srinagar,India,34.56N,73.95E
1/1/1989,-1.46,0.907,Srinagar,India,34.56N,73.95E
2/1/1989,0.097,0.478,Srinagar,India,34.56N,73.95E
3/1/1989,4.982,0.285,Srinagar,India,34.56N,73.95E
4/1/1989,9.032,0.452,Srinagar,India,34.56N,73.95E
5/1/1989,14.721,0.563,Srinagar,India,34.56N,73.95E
6/1/1989,18.333,0.596,Srinagar,India,34.56N,73.95E
7/1/1989,19.104,0.723,Srinagar,India,34.56N,73.95E
8/1/1989,17.989,0.655,Srinagar,India,34.56N,73.95E
9/1/1989,16.219,0.506,Srinagar,India,34.56N,73.95E
10/1/1989,11.499,0.535,Srinagar,India,34.56N,73.95E
11/1/1989,5.575,0.495,Srinagar,India,34.56N,73.95E
12/1/1989,2.17,0.327,Srinagar,India,34.56N,73.95E
1/1/1990,1.051,0.61,Srinagar,India,34.56N,73.95E
2/1/1990,1.611,0.335,Srinagar,India,34.56N,73.95E
3/1/1990,4.27,0.297,Srinagar,India,34.56N,73.95E
4/1/1990,9.718,0.395,Srinagar,India,34.56N,73.95E
5/1/1990,17.089,0.634,Srinagar,India,34.56N,73.95E
6/1/1990,20.339,0.286,Srinagar,India,34.56N,73.95E
7/1/1990,20.023,0.93,Srinagar,India,34.56N,73.95E
8/1/1990,19.319,0.351,Srinagar,India,34.56N,73.95E
9/1/1990,17.181,0.312,Srinagar,India,34.56N,73.95E
10/1/1990,10.529,0.483,Srinagar,India,34.56N,73.95E
11/1/1990,6.72,0.553,Srinagar,India,34.56N,73.95E
12/1/1990,0.793,0.743,Srinagar,India,34.56N,73.95E
1/1/1991,-1.316,1.119,Srinagar,India,34.56N,73.95E
2/1/1991,0.327,0.255,Srinagar,India,34.56N,73.95E
3/1/1991,4.931,0.186,Srinagar,India,34.56N,73.95E
4/1/1991,8.99,0.81,Srinagar,India,34.56N,73.95E
5/1/1991,13.56,0.548,Srinagar,India,34.56N,73.95E
6/1/1991,18.591,0.713,Srinagar,India,34.56N,73.95E
7/1/1991,19.988,0.439,Srinagar,India,34.56N,73.95E
8/1/1991,18.839,0.354,Srinagar,India,34.56N,73.95E
9/1/1991,16.393,0.372,Srinagar,India,34.56N,73.95E
10/1/1991,10.207,0.22,Srinagar,India,34.56N,73.95E
11/1/1991,5.549,0.39,Srinagar,India,34.56N,73.95E
12/1/1991,2.127,0.3,Srinagar,India,34.56N,73.95E
1/1/1992,-0.483,0.606,Srinagar,India,34.56N,73.95E
2/1/1992,0.486,0.565,Srinagar,India,34.56N,73.95E
3/1/1992,3.941,0.309,Srinagar,India,34.56N,73.95E
4/1/1992,9.691,0.544,Srinagar,India,34.56N,73.95E
5/1/1992,12.998,0.756,Srinagar,India,34.56N,73.95E
6/1/1992,18.18,0.33,Srinagar,India,34.56N,73.95E
7/1/1992,19.146,0.748,Srinagar,India,34.56N,73.95E
8/1/1992,18.434,0.285,Srinagar,India,34.56N,73.95E
9/1/1992,15.396,0.517,Srinagar,India,34.56N,73.95E
10/1/1992,10.785,0.39,Srinagar,India,34.56N,73.95E
11/1/1992,6.188,0.547,Srinagar,India,34.56N,73.95E
12/1/1992,2.457,0.677,Srinagar,India,34.56N,73.95E
1/1/1993,-2.008,0.554,Srinagar,India,34.56N,73.95E
2/1/1993,2.989,0.552,Srinagar,India,34.56N,73.95E
3/1/1993,3.656,0.602,Srinagar,India,34.56N,73.95E
4/1/1993,11.431,1.566,Srinagar,India,34.56N,73.95E
5/1/1993,15.445,0.292,Srinagar,India,34.56N,73.95E
6/1/1993,18.634,0.348,Srinagar,India,34.56N,73.95E
7/1/1993,18.89,0.328,Srinagar,India,34.56N,73.95E
8/1/1993,19.066,0.602,Srinagar,India,34.56N,73.95E
9/1/1993,16.267,0.425,Srinagar,India,34.56N,73.95E
10/1/1993,10.536,0.211,Srinagar,India,34.56N,73.95E
11/1/1993,6.357,0.754,Srinagar,India,34.56N,73.95E
12/1/1993,1.712,0.637,Srinagar,India,34.56N,73.95E
1/1/1994,-0.357,0.7,Srinagar,India,34.56N,73.95E
2/1/1994,0.351,0.306,Srinagar,India,34.56N,73.95E
3/1/1994,6.795,0.416,Srinagar,India,34.56N,73.95E
4/1/1994,8.694,0.438,Srinagar,India,34.56N,73.95E
5/1/1994,15.38,0.345,Srinagar,India,34.56N,73.95E
6/1/1994,19.855,0.528,Srinagar,India,34.56N,73.95E
7/1/1994,20.189,0.748,Srinagar,India,34.56N,73.95E
8/1/1994,19.401,0.511,Srinagar,India,34.56N,73.95E
9/1/1994,15.119,0.282,Srinagar,India,34.56N,73.95E
10/1/1994,10.201,0.233,Srinagar,India,34.56N,73.95E
11/1/1994,6.718,0.525,Srinagar,India,34.56N,73.95E
12/1/1994,0.74,0.621,Srinagar,India,34.56N,73.95E
1/1/1995,-2.246,0.454,Srinagar,India,34.56N,73.95E
2/1/1995,0.121,0.404,Srinagar,India,34.56N,73.95E
3/1/1995,4.767,0.555,Srinagar,India,34.56N,73.95E
4/1/1995,8.657,1.013,Srinagar,India,34.56N,73.95E
5/1/1995,15.537,0.279,Srinagar,India,34.56N,73.95E
6/1/1995,19.992,0.745,Srinagar,India,34.56N,73.95E
7/1/1995,19.699,0.845,Srinagar,India,34.56N,73.95E
8/1/1995,18.993,0.319,Srinagar,India,34.56N,73.95E
9/1/1995,15.978,0.514,Srinagar,India,34.56N,73.95E
10/1/1995,11.108,0.233,Srinagar,India,34.56N,73.95E
11/1/1995,6.037,0.774,Srinagar,India,34.56N,73.95E
12/1/1995,0.256,0.284,Srinagar,India,34.56N,73.95E
1/1/1996,-1.398,0.484,Srinagar,India,34.56N,73.95E
2/1/1996,1.84,0.238,Srinagar,India,34.56N,73.95E
3/1/1996,5.591,0.968,Srinagar,India,34.56N,73.95E
4/1/1996,10.409,0.365,Srinagar,India,34.56N,73.95E
5/1/1996,13.739,0.425,Srinagar,India,34.56N,73.95E
6/1/1996,17.97,0.664,Srinagar,India,34.56N,73.95E
7/1/1996,19.64,0.41,Srinagar,India,34.56N,73.95E
8/1/1996,18.291,0.637,Srinagar,India,34.56N,73.95E
9/1/1996,16.937,0.37,Srinagar,India,34.56N,73.95E
10/1/1996,10.267,0.302,Srinagar,India,34.56N,73.95E
11/1/1996,5.209,0.638,Srinagar,India,34.56N,73.95E
12/1/1996,0.789,0.849,Srinagar,India,34.56N,73.95E
1/1/1997,-0.833,1.632,Srinagar,India,34.56N,73.95E
2/1/1997,1.199,0.641,Srinagar,India,34.56N,73.95E
3/1/1997,5.706,0.801,Srinagar,India,34.56N,73.95E
4/1/1997,9.826,0.881,Srinagar,India,34.56N,73.95E
5/1/1997,13.334,0.553,Srinagar,India,34.56N,73.95E
6/1/1997,18.267,0.312,Srinagar,India,34.56N,73.95E
7/1/1997,21.006,0.786,Srinagar,India,34.56N,73.95E
8/1/1997,18.87,0.544,Srinagar,India,34.56N,73.95E
9/1/1997,16.873,0.32,Srinagar,India,34.56N,73.95E
10/1/1997,10.308,0.771,Srinagar,India,34.56N,73.95E
11/1/1997,5.417,0.236,Srinagar,India,34.56N,73.95E
12/1/1997,0.579,0.777,Srinagar,India,34.56N,73.95E
1/1/1998,-0.901,0.327,Srinagar,India,34.56N,73.95E
2/1/1998,1.244,0.497,Srinagar,India,34.56N,73.95E
3/1/1998,4.52,0.62,Srinagar,India,34.56N,73.95E
4/1/1998,11.412,0.351,Srinagar,India,34.56N,73.95E
5/1/1998,15.462,0.523,Srinagar,India,34.56N,73.95E
6/1/1998,18.67,0.443,Srinagar,India,34.56N,73.95E
7/1/1998,20.392,0.543,Srinagar,India,34.56N,73.95E
8/1/1998,19.448,0.403,Srinagar,India,34.56N,73.95E
9/1/1998,17.075,0.355,Srinagar,India,34.56N,73.95E
10/1/1998,12.096,0.496,Srinagar,India,34.56N,73.95E
11/1/1998,7.109,0.528,Srinagar,India,34.56N,73.95E
12/1/1998,1.292,1.399,Srinagar,India,34.56N,73.95E
1/1/1999,-0.178,0.722,Srinagar,India,34.56N,73.95E
2/1/1999,3.042,0.568,Srinagar,India,34.56N,73.95E
3/1/1999,6.256,0.648,Srinagar,India,34.56N,73.95E
4/1/1999,12.05,0.584,Srinagar,India,34.56N,73.95E
5/1/1999,16.38,0.262,Srinagar,India,34.56N,73.95E
6/1/1999,19.493,0.445,Srinagar,India,34.56N,73.95E
7/1/1999,20.131,0.826,Srinagar,India,34.56N,73.95E
8/1/1999,19.508,0.484,Srinagar,India,34.56N,73.95E
9/1/1999,17.678,0.522,Srinagar,India,34.56N,73.95E
10/1/1999,12.1,0.523,Srinagar,India,34.56N,73.95E
11/1/1999,6.405,0.337,Srinagar,India,34.56N,73.95E
12/1/1999,1.904,0.4,Srinagar,India,34.56N,73.95E
1/1/2000,0.035,0.967,Srinagar,India,34.56N,73.95E
2/1/2000,0.279,1.181,Srinagar,India,34.56N,73.95E
3/1/2000,5.294,0.438,Srinagar,India,34.56N,73.95E
4/1/2000,12.579,0.418,Srinagar,India,34.56N,73.95E
5/1/2000,18.532,0.32,Srinagar,India,34.56N,73.95E
6/1/2000,19.586,0.765,Srinagar,India,34.56N,73.95E
7/1/2000,19.912,0.646,Srinagar,India,34.56N,73.95E
8/1/2000,19.304,0.528,Srinagar,India,34.56N,73.95E
9/1/2000,16.347,0.459,Srinagar,India,34.56N,73.95E
10/1/2000,12.245,0.311,Srinagar,India,34.56N,73.95E
11/1/2000,6.816,0.303,Srinagar,India,34.56N,73.95E
12/1/2000,1.902,0.677,Srinagar,India,34.56N,73.95E
1/1/2001,-0.643,0.736,Srinagar,India,34.56N,73.95E
2/1/2001,2.684,0.307,Srinagar,India,34.56N,73.95E
3/1/2001,7.273,0.458,Srinagar,India,34.56N,73.95E
4/1/2001,11.748,0.69,Srinagar,India,34.56N,73.95E
5/1/2001,17.807,0.568,Srinagar,India,34.56N,73.95E
6/1/2001,19.31,1.452,Srinagar,India,34.56N,73.95E
7/1/2001,19.868,0.856,Srinagar,India,34.56N,73.95E
8/1/2001,19.57,0.458,Srinagar,India,34.56N,73.95E
9/1/2001,16.116,0.754,Srinagar,India,34.56N,73.95E
10/1/2001,12.176,0.271,Srinagar,India,34.56N,73.95E
11/1/2001,6.605,0.557,Srinagar,India,34.56N,73.95E
12/1/2001,1.79,0.461,Srinagar,India,34.56N,73.95E
1/1/2002,-0.384,0.698,Srinagar,India,34.56N,73.95E
2/1/2002,1.331,0.397,Srinagar,India,34.56N,73.95E
3/1/2002,7.364,0.362,Srinagar,India,34.56N,73.95E
4/1/2002,11.611,0.57,Srinagar,India,34.56N,73.95E
5/1/2002,16.8,0.392,Srinagar,India,34.56N,73.95E
6/1/2002,19.46,0.273,Srinagar,India,34.56N,73.95E
7/1/2002,20.385,0.696,Srinagar,India,34.56N,73.95E
8/1/2002,19.699,0.535,Srinagar,India,34.56N,73.95E
9/1/2002,14.962,0.266,Srinagar,India,34.56N,73.95E
10/1/2002,12.48,0.454,Srinagar,India,34.56N,73.95E
11/1/2002,7.229,0.554,Srinagar,India,34.56N,73.95E
12/1/2002,1.704,1.005,Srinagar,India,34.56N,73.95E
1/1/2003,-0.079,1.021,Srinagar,India,34.56N,73.95E
2/1/2003,1.589,0.389,Srinagar,India,34.56N,73.95E
3/1/2003,5.366,0.267,Srinagar,India,34.56N,73.95E
4/1/2003,11.136,0.456,Srinagar,India,34.56N,73.95E
5/1/2003,13.977,0.471,Srinagar,India,34.56N,73.95E
6/1/2003,19.414,0.481,Srinagar,India,34.56N,73.95E
7/1/2003,20.43,0.71,Srinagar,India,34.56N,73.95E
8/1/2003,18.932,0.462,Srinagar,India,34.56N,73.95E
9/1/2003,16.588,0.489,Srinagar,India,34.56N,73.95E
10/1/2003,10.775,0.502,Srinagar,India,34.56N,73.95E
11/1/2003,5.486,0.318,Srinagar,India,34.56N,73.95E
12/1/2003,1.767,0.174,Srinagar,India,34.56N,73.95E
1/1/2004,-0.148,0.419,Srinagar,India,34.56N,73.95E
2/1/2004,3.011,0.788,Srinagar,India,34.56N,73.95E
3/1/2004,9.624,0.536,Srinagar,India,34.56N,73.95E
4/1/2004,12.318,0.69,Srinagar,India,34.56N,73.95E
5/1/2004,15.858,0.807,Srinagar,India,34.56N,73.95E
6/1/2004,18.637,0.589,Srinagar,India,34.56N,73.95E
7/1/2004,20.097,0.785,Srinagar,India,34.56N,73.95E
8/1/2004,19.018,0.443,Srinagar,India,34.56N,73.95E
9/1/2004,17.258,0.502,Srinagar,India,34.56N,73.95E
10/1/2004,9.997,0.676,Srinagar,India,34.56N,73.95E
11/1/2004,6.792,0.367,Srinagar,India,34.56N,73.95E
12/1/2004,2.075,0.637,Srinagar,India,34.56N,73.95E
1/1/2005,-0.933,0.849,Srinagar,India,34.56N,73.95E
2/1/2005,0.019,0.46,Srinagar,India,34.56N,73.95E
3/1/2005,6.474,0.277,Srinagar,India,34.56N,73.95E
4/1/2005,10.387,0.53,Srinagar,India,34.56N,73.95E
5/1/2005,13.245,0.521,Srinagar,India,34.56N,73.95E
6/1/2005,19.597,0.54,Srinagar,India,34.56N,73.95E
7/1/2005,19.539,0.604,Srinagar,India,34.56N,73.95E
8/1/2005,19.16,0.296,Srinagar,India,34.56N,73.95E
9/1/2005,17.631,0.488,Srinagar,India,34.56N,73.95E
10/1/2005,11.608,0.183,Srinagar,India,34.56N,73.95E
11/1/2005,5.593,0.327,Srinagar,India,34.56N,73.95E
12/1/2005,0.451,0.353,Srinagar,India,34.56N,73.95E
1/1/2006,-1.591,0.683,Srinagar,India,34.56N,73.95E
2/1/2006,4.262,1.017,Srinagar,India,34.56N,73.95E
3/1/2006,6.286,0.534,Srinagar,India,34.56N,73.95E
4/1/2006,9.519,2.563,Srinagar,India,34.56N,73.95E
5/1/2006,18.203,0.391,Srinagar,India,34.56N,73.95E
6/1/2006,18.673,0.365,Srinagar,India,34.56N,73.95E
7/1/2006,20.286,1.045,Srinagar,India,34.56N,73.95E
8/1/2006,19.245,0.498,Srinagar,India,34.56N,73.95E
9/1/2006,16.189,0.489,Srinagar,India,34.56N,73.95E
10/1/2006,12.729,0.692,Srinagar,India,34.56N,73.95E
11/1/2006,6.325,0.412,Srinagar,India,34.56N,73.95E
12/1/2006,0.685,0.478,Srinagar,India,34.56N,73.95E
1/1/2007,-0.278,0.363,Srinagar,India,34.56N,73.95E
2/1/2007,2.599,0.704,Srinagar,India,34.56N,73.95E
3/1/2007,5.39,0.304,Srinagar,India,34.56N,73.95E
4/1/2007,13.822,0.328,Srinagar,India,34.56N,73.95E
5/1/2007,16.194,0.181,Srinagar,India,34.56N,73.95E
6/1/2007,19.206,0.389,Srinagar,India,34.56N,73.95E
7/1/2007,19.604,0.391,Srinagar,India,34.56N,73.95E
8/1/2007,19.64,0.241,Srinagar,India,34.56N,73.95E
9/1/2007,16.321,0.2,Srinagar,India,34.56N,73.95E
10/1/2007,11.197,0.342,Srinagar,India,34.56N,73.95E
11/1/2007,6.504,0.6,Srinagar,India,34.56N,73.95E
12/1/2007,0.96,0.172,Srinagar,India,34.56N,73.95E
1/1/2008,-2.787,0.421,Srinagar,India,34.56N,73.95E
2/1/2008,0.314,0.479,Srinagar,India,34.56N,73.95E
3/1/2008,9.493,0.5,Srinagar,India,34.56N,73.95E
4/1/2008,10.59,0.235,Srinagar,India,34.56N,73.95E
5/1/2008,16.267,0.257,Srinagar,India,34.56N,73.95E
6/1/2008,19.384,1.377,Srinagar,India,34.56N,73.95E
7/1/2008,19.703,0.704,Srinagar,India,34.56N,73.95E
8/1/2008,18.907,0.205,Srinagar,India,34.56N,73.95E
9/1/2008,15.765,0.495,Srinagar,India,34.56N,73.95E
10/1/2008,12.247,0.393,Srinagar,India,34.56N,73.95E
11/1/2008,6.327,0.629,Srinagar,India,34.56N,73.95E
12/1/2008,2.485,0.231,Srinagar,India,34.56N,73.95E
1/1/2009,0.788,0.417,Srinagar,India,34.56N,73.95E
2/1/2009,2.337,0.473,Srinagar,India,34.56N,73.95E
3/1/2009,6.888,0.296,Srinagar,India,34.56N,73.95E
4/1/2009,10.286,0.295,Srinagar,India,34.56N,73.95E
5/1/2009,15.655,0.319,Srinagar,India,34.56N,73.95E
6/1/2009,18.272,1.101,Srinagar,India,34.56N,73.95E
7/1/2009,20.46,0.662,Srinagar,India,34.56N,73.95E
8/1/2009,20.108,0.458,Srinagar,India,34.56N,73.95E
9/1/2009,16.94,0.286,Srinagar,India,34.56N,73.95E
10/1/2009,11.482,0.401,Srinagar,India,34.56N,73.95E
11/1/2009,5.474,0.625,Srinagar,India,34.56N,73.95E
12/1/2009,1.893,0.326,Srinagar,India,34.56N,73.95E
1/1/2010,1.146,0.631,Srinagar,India,34.56N,73.95E
2/1/2010,1.354,0.56,Srinagar,India,34.56N,73.95E
3/1/2010,9.682,0.364,Srinagar,India,34.56N,73.95E
4/1/2010,12.827,0.714,Srinagar,India,34.56N,73.95E
5/1/2010,15.462,0.631,Srinagar,India,34.56N,73.95E
6/1/2010,17.535,0.567,Srinagar,India,34.56N,73.95E
7/1/2010,19.607,0.434,Srinagar,India,34.56N,73.95E
8/1/2010,18.844,0.256,Srinagar,India,34.56N,73.95E
9/1/2010,15.882,0.42,Srinagar,India,34.56N,73.95E
10/1/2010,12.46,0.347,Srinagar,India,34.56N,73.95E
11/1/2010,7.151,0.478,Srinagar,India,34.56N,73.95E
12/1/2010,0.927,0.619,Srinagar,India,34.56N,73.95E
1/1/2011,-1.075,0.42,Srinagar,India,34.56N,73.95E
2/1/2011,1.1,0.283,Srinagar,India,34.56N,73.95E
3/1/2011,6.75,0.581,Srinagar,India,34.56N,73.95E
4/1/2011,10.175,0.456,Srinagar,India,34.56N,73.95E
5/1/2011,17.645,0.237,Srinagar,India,34.56N,73.95E
6/1/2011,19.98,0.859,Srinagar,India,34.56N,73.95E
7/1/2011,19.683,0.435,Srinagar,India,34.56N,73.95E
8/1/2011,19.562,0.407,Srinagar,India,34.56N,73.95E
9/1/2011,16.782,0.258,Srinagar,India,34.56N,73.95E
10/1/2011,11.702,0.165,Srinagar,India,34.56N,73.95E
11/1/2011,7.504,0.616,Srinagar,India,34.56N,73.95E
12/1/2011,1.348,0.542,Srinagar,India,34.56N,73.95E
1/1/2012,-2.298,0.392,Srinagar,India,34.56N,73.95E
2/1/2012,-0.051,0.382,Srinagar,India,34.56N,73.95E
3/1/2012,6.012,0.422,Srinagar,India,34.56N,73.95E
4/1/2012,10.877,0.672,Srinagar,India,34.56N,73.95E
5/1/2012,14.949,0.309,Srinagar,India,34.56N,73.95E
6/1/2012,19.469,1.157,Srinagar,India,34.56N,73.95E
7/1/2012,20.812,0.349,Srinagar,India,34.56N,73.95E
8/1/2012,19.339,0.6,Srinagar,India,34.56N,73.95E
9/1/2012,15.907,0.668,Srinagar,India,34.56N,73.95E
10/1/2012,10.828,0.401,Srinagar,India,34.56N,73.95E
11/1/2012,6.162,0.84,Srinagar,India,34.56N,73.95E
12/1/2012,1.346,0.618,Srinagar,India,34.56N,73.95E
1/1/2013,-1.433,1.049,Srinagar,India,34.56N,73.95E
2/1/2013,1.832,0.748,Srinagar,India,34.56N,73.95E
3/1/2013,6.852,1.091,Srinagar,India,34.56N,73.95E
4/1/2013,11.008,0.399,Srinagar,India,34.56N,73.95E
5/1/2013,15.715,0.609,Srinagar,India,34.56N,73.95E
6/1/2013,19.68,0.674,Srinagar,India,34.56N,73.95E
7/1/2013,20.416,1.09,Srinagar,India,34.56N,73.95E
8/1/2013,19.048,0.665,Srinagar,India,34.56N,73.95E
9/1/2013,,,Srinagar,India,34.56N,73.95E
